ACTCountryID,ACTDestinationID,AgodaDestinationID,ACTDestinationName,ACTHotelID,ACTHotelName,AgodaHotelID,AgodaHotelName,ACTLatitude,ACTLongitude,AgodaLatitude,AgodaLongitude,HTBHotelID,HTBHotelName,HTBLatitude,HTBLongitude
212,3242,,Angthong,65494,The Strong Room,,,14.597868,100.434337,,,,,,
212,3242,,Angthong,152360,Ang Thong Hotel,,,14.593806,100.448692,,,,,,
212,3242,,Angthong,181441,Bualuang Boutique Resort Angthong (Popular),,,14.559782,100.455078,,,,,,
212,3242,,Angthong,181446,Meedee Resort,,,14.60587,100.359429,,,,,,
212,3242,,Angthong,182937,Thorfan Resort Angthong,,,14.604588,100.461163,,,,,,
212,3242,,Angthong,183117,Rajchapreuk Apartment Anhthong,,,14.590309,100.436847,,,,,,
212,3242,204080,Angthong,,,2232273,Sayan Mansion,,,14.587129,100.450889,,,,
212,3242,204080,Angthong,,,6395007,Rueanrubkwan,,,14.499417,100.369762,,,,
212,20004,,Aranyaprathet,4625,La Villa Boutique Hotel Sa Kaeo,,,13.68806,102.5125,,,,,,
212,20004,,Aranyaprathet,63592,Station One Hotel,,,13.694908,102.501683,,,,,,
212,20004,,Aranyaprathet,152941,My Room By Sermsub,,,13.698435,102.506393,,,,,,
212,20004,,Aranyaprathet,181493,The Velo's Hotel & BMX Pump Track,,,13.695864,102.502476,,,,,,
212,20004,,Aranyaprathet,181494,Le-Platis Resort,,,13.677352,102.525111,,,,,,
212,20004,,Aranyaprathet,182871,Le Blocs Resort&Cafe,,,13.680497,102.521398,,,,,,
212,20004,,Aranyaprathet,183339,Riad resort Sa Kaeo,,,13.722896,102.507792,,,,,,
212,20004,,Aranyaprathet,2000039,AP The Resort,,,13.698015,102.505962,,,,,,
212,20004,,Aranyaprathet,2000086,Mueanfhan Resort Aranyaprathet,,,13.723728,102.456715,,,,,,
212,20004,,Aranyaprathet,2000330,At Border Hotel,,,13.663226,102.547085,,,,,,
212,3196,,Ayutthaya,2053,Pludhaya Resort and Spa,,,14.322092,100.59174,,,98018,Pludhaya Resort and Spa,14.32209246,100.5917446
212,3196,17704,Ayutthaya,2055,Woraburi Ayothaya Convention Resort,4614253,Woraburi Ayothaya Convention Resort,14.348587,100.58258,14.34913,100.584137,82107,Woraburi Ayothaya Convention Resort,14.348587,100.582578
212,3196,,Ayutthaya,21636,U-Thong Inn,,,14.35507,100.59612,,,82110,U-Thong Inn,14.35507,100.59612
212,3196,,Ayutthaya,21662,Ayutthaya Grand,,,14.35069,100.56529,,,82145,Ayutthaya Grand,14.35069,100.56529
212,3196,,Ayutthaya,22022,River View Place,,,14.3461,100.57935,,,138143,River View Place,14.3461,100.57935
212,3196,17704,Ayutthaya,22328,Ayutthaya Garden River Home,248178,Ayutthaya Garden River Home,14.192407,100.55066,14.19224,100.550386,178854,Ayutthaya Garden River Home,14.192407,100.550662
212,3196,,Ayutthaya,22868,Ayutthaya River Hut,,,14.34231,100.54578,,,236478,Ayutthaya River Hut,14.34231,100.54578
212,3196,,Ayutthaya,23455,Baan Tye Wang,,,14.3506,100.54975,,,256113,Baan Tye Wang,14.3506,100.54975
212,3196,,Ayutthaya,23621,Abcdefghijk,,,15.87003,100.99254,,,357392,Abcdefghijk,15.87003,100.99254
212,3196,,Ayutthaya,23806,Kamalar Place,,,14.3572,100.5504,,,358142,Kamalar Place,14.3572,100.5504
212,3196,17704,Ayutthaya,43588,TM Land Hotel,239414,TM Land Hotel,14.32223034,100.6312027,14.320912,100.630371,,,,
212,3196,,Ayutthaya,43637,Kanok Udom Place 3,,,14.339043,100.596307,,,,,,
212,3196,,Ayutthaya,43654,The Lima Place Ayutthaya,,,14.38372,100.593862,,,,,,
212,3196,17704,Ayutthaya,43843,At Ayutthaya Hotel,271429,At Ayutthaya Hotel,14.324017,100.612177,14.323923,100.612312,,,,
212,3196,,Ayutthaya,43879,Rose Garden Hotel Ayutthaya,,,14.354555,100.603298,,,,,,
212,3196,17704,Ayutthaya,63610,Aiyara House,1157395,Aiyara House,14.351557,100.574533,14.351503,100.574661,,,,
212,3196,,Ayutthaya,63713,Smile Mansion 2,,,14.31656,100.64828,,,,,,
212,3196,17704,Ayutthaya,65006,Phromsuk Place Hotel,394538,Phromsuk Place Hotel,14.350463,100.577109,14.350479,100.577118,,,,
212,3196,,Ayutthaya,138030,Mr Next Ayutthaya,,,14.343325,100.588311,,,,,,
212,3196,,Ayutthaya,138057,Vasana Design Hotel (Popular),,,14.339397,100.595598,,,,,,
212,3196,17704,Ayutthaya,138123,Iudia on the River,3997513,Iudia on the River,14.34139,100.5584,14.34139,100.5584,355815,Iudia on the River,14.34139,100.5584
212,3196,17704,Ayutthaya,158981,Ruen Tubtim Hotel,680561,Ruen Tubtim Hotel,14.369394,100.576943,14.372461,100.577173,,,,
212,3196,,Ayutthaya,181577,Taevaraj Place Ayutthaya,,,14.354737,100.58251,,,,,,
212,3196,,Ayutthaya,182836,Yimwhan Hostel and Cafe Ayutthaya,,,14.339554,100.596407,,,,,,
212,3196,,Ayutthaya,182876,Ploencheewa Resort,,,14.337997,100.586559,,,,,,
212,3196,,Ayutthaya,182966,Onvara Place Ayutthaya,,,14.341343,100.594012,,,,,,
212,3196,,Ayutthaya,183111,Toh Buk Seng Ayutthaya Hotel,,,14.460089,100.602044,,,,,,
212,3196,,Ayutthaya,183168,Sby House Ayutthaya,,,14.340578,100.586331,,,,,,
212,3196,,Ayutthaya,183340,Iudia On The River Ayutthaya,,,14.341657,100.558478,,,,,,
212,3196,17704,Ayutthaya,183596,Woraburi Ayutthaya Resort & Spa,5664695,Woraburi Ayutthaya Resort & Spa,14.34855,100.582562,14.350742,100.582725,,,,
212,3196,,Ayutthaya,183621,Heun Soon tree Resort,,,14.328803,100.48164,,,,,,
212,3196,17704,Ayutthaya,2000129,Ampo Residence Hotel,186871,Ampo Residence Hotel,14.345692,100.610752,14.346496,100.607524,,,,
212,3196,,Ayutthaya,2000229,Wellness Park Residence,,,14.31641,100.606245,,,,,,
212,3196,,Ayutthaya,2000288,Choke Set Thee House,,,14.349969,100.600739,,,,,,
212,3196,17704,Ayutthaya,,,44833,Ayutthaya Grand Hotel,,,14.351059,100.606367,,,,
212,3196,17704,Ayutthaya,,,44834,Riverview Place Hotel,,,14.345889,100.579597,,,,
212,3196,17704,Ayutthaya,,,149291,iuDia,,,14.34147,100.558497,,,,
212,3196,17704,Ayutthaya,,,164228,Baan Thai House,,,14.35769,100.588303,,,,
212,3196,17704,Ayutthaya,,,186045,Pludhaya Resort & Spa,,,14.323845,100.590927,,,,
212,3196,17704,Ayutthaya,,,247567,Baan Tye Wang Hotel,,,14.350499,100.549683,,,,
212,3196,17704,Ayutthaya,,,255543,Baan Eve Guesthouse,,,14.352693,100.552132,,,,
212,3196,17704,Ayutthaya,,,262819,Tony's Place Beds & Breakfast,,,14.360066,100.577452,,,,
212,3196,17704,Ayutthaya,,,262826,Sri Ayutthaya Thanee Hotel,,,14.360118,100.553749,,,,
212,3196,17704,Ayutthaya,,,263354,Ayutthaya Place,,,14.350956,100.576332,,,,
212,3196,17704,Ayutthaya,,,276723,Jitwilai Place,,,14.361235,100.579323,,,,
212,3196,17704,Ayutthaya,,,276961,Grandparent's Home,,,14.358424,100.570328,,,,
212,3196,17704,Ayutthaya,,,276968,Sunrise Place,,,14.359551,100.573227,,,,
212,3196,17704,Ayutthaya,,,284032,Baan One Love Ayutthaya,,,14.359601,100.570274,,,,
212,3196,17704,Ayutthaya,,,294675,Ayutthaya Bouchic Hostel,,,14.352745,100.537294,,,,
212,3196,17704,Ayutthaya,,,301388,Khlong Rang Jorakae Homestay,,,14.270185,100.589897,,,,
212,3196,17704,Ayutthaya,,,301465,The Old Place Guesthouse,,,14.35743,100.580574,,,,
212,3196,17704,Ayutthaya,,,301468,Tamarind Guesthouse,,,14.357168,100.569053,,,,
212,3196,17704,Ayutthaya,,,301471,Rose Garden Hotel,,,14.354823,100.604159,,,,
212,3196,17704,Ayutthaya,,,302629,The Seven Seas Riverside Ayutthaya,,,14.340414,100.556453,,,,
212,3196,17704,Ayutthaya,,,376526,Taevaraj Place,,,14.354734,100.582314,,,,
212,3196,17704,Ayutthaya,,,394066,San Sook Place Guest House,,,14.349818,100.571548,,,,
212,3196,17704,Ayutthaya,,,394307,Ban Bua House 1,,,14.354755,100.5439,,,,
212,3196,17704,Ayutthaya,,,400856,Thaihouse The Riverfront,,,14.340027,100.554855,,,,
212,3196,17704,Ayutthaya,,,402765,Kamalar Palace,,,14.357944,100.549667,,,,
212,3196,17704,Ayutthaya,,,407851,Baan Are Gong Riverside Homestay,,,14.356798,100.581314,,,,
212,3196,17704,Ayutthaya,,,411685,Bang Pa-in Place,,,14.202351,100.595421,,,,
212,3196,17704,Ayutthaya,,,412114,Green Mansion & Service Apartment,,,14.326721,100.627529,,,,
212,3196,17704,Ayutthaya,,,443778,Baan Roti Homestay,,,14.340689,100.553312,,,,
212,3196,17704,Ayutthaya,,,446396,Ayothaya Riverside House,,,14.350819,100.545204,,,,
212,3196,17704,Ayutthaya,,,463064,Yamadaya Apartment,,,14.352708,100.604797,,,,
212,3196,17704,Ayutthaya,,,478512,The Sixty at Ayutthaya Guesthouse,,,14.357278,100.568939,,,,
212,3196,17704,Ayutthaya,,,479356,Smile Mansion1,,,14.322792,100.631104,,,,
212,3196,17704,Ayutthaya,,,487398,Sweet Inn Resort Hotel,,,14.404879,100.541512,,,,
212,3196,17704,Ayutthaya,,,488034,The Park Ayutthaya Resort and Spa,,,14.357585,100.563616,,,,
212,3196,17704,Ayutthaya,,,489525,Good Luck Guesthouse Ayutthaya,,,14.359381,100.577133,,,,
212,3196,17704,Ayutthaya,,,503263,Grand Chaopraya Resort,,,14.302599,100.564905,,,,
212,3196,17704,Ayutthaya,,,517645,Pine Cafe and Bed,,,14.358029,100.571068,,,,
212,3196,17704,Ayutthaya,,,527246,Loymanee House,,,14.351984,100.545745,,,,
212,3196,17704,Ayutthaya,,,529304,Thaiasia GoldenSea Resort,,,14.369473,100.71817,,,,
212,3196,17704,Ayutthaya,,,548807,Saifon Guesthouse,,,14.357323,100.581665,,,,
212,3196,17704,Ayutthaya,,,567621,Ayutthaya Retreat,,,14.356948,100.539322,,,,
212,3196,17704,Ayutthaya,,,570229,Baan Kong Homestay,,,14.359807,100.569314,,,,
212,3196,17704,Ayutthaya,,,570234,Q Zone Boutique Resort,,,14.362228,100.557861,,,,
212,3196,17704,Ayutthaya,,,615531,Bann Loongdang Guesthouse,,,14.358416,100.58036,,,,
212,3196,17704,Ayutthaya,,,665397,Baan Baimai Boutique Room,,,14.353942,100.57796,,,,
212,3196,17704,Ayutthaya,,,665927,Klongsaunplu Resort,,,14.337543,100.578918,,,,
212,3196,17704,Ayutthaya,,,666307,Ban U Thong Accommodations,,,14.347773,100.570017,,,,
212,3196,17704,Ayutthaya,,,774012,December House,,,14.357978,100.580177,,,,
212,3196,17704,Ayutthaya,,,782088,Jidapa Resort,,,14.342436,100.54541,,,,
212,3196,17704,Ayutthaya,,,850246,The Avail,,,14.358698,100.57121,,,,
212,3196,17704,Ayutthaya,,,861832,Seksub Place,,,14.341443,100.591839,,,,
212,3196,17704,Ayutthaya,,,861833,Athithara Homestay,,,14.340122,100.549289,,,,
212,3196,17704,Ayutthaya,,,916181,P.U. Inn Resort,,,14.360645,100.576376,,,,
212,3196,17704,Ayutthaya,,,940445,Baan Luang Harn,,,14.360066,100.573558,,,,
212,3196,17704,Ayutthaya,,,1062085,Luang Chumni Village,,,14.351754,100.572258,,,,
212,3196,17704,Ayutthaya,,,1077990,The Society Ayutthaya Resort,,,14.357517,100.62463,,,,
212,3196,17704,Ayutthaya,,,1104964,Stockhome Hostel Ayutthaya,,,14.358891,100.573158,,,,
212,3196,17704,Ayutthaya,,,1120389,Ayutthaya Antique Homestay,,,14.355959,100.588469,,,,
212,3196,17704,Ayutthaya,,,1131814,Adam Place,,,14.354152,100.578377,,,,
212,3196,17704,Ayutthaya,,,1144065,Thai Classic Sweet and Exclusive Home Stay,,,14.458588,100.369999,,,,
212,3196,17704,Ayutthaya,,,1156656,Krungkao Traveller Lodge,,,14.365716,100.559349,,,,
212,3196,17704,Ayutthaya,,,1157631,Chommuang Guest House At Ayutthaya.,,,14.357635,100.575165,,,,
212,3196,17704,Ayutthaya,,,1157999,Silp-Pa Phra Nakhon Si Ayutthaya Hotel,,,14.352248,100.574692,,,,
212,3196,17704,Ayutthaya,,,1162798,Onvara Place,,,14.34102,100.594131,,,,
212,3196,17704,Ayutthaya,,,1194448,Vassana Design Hotel,,,14.339915,100.595337,,,,
212,3196,17704,Ayutthaya,,,1265423,YIMWHAN HOSTEL&CAFE,,,14.339533,100.596207,,,,
212,3196,17704,Ayutthaya,,,1265465,Toh Buk Seng Riverside,,,14.460116,100.600792,,,,
212,3196,17704,Ayutthaya,,,1294765,sleepaholic hostel,,,14.358738,100.573236,,,,
212,3196,17704,Ayutthaya,,,1623932,IL Treno Hostel,,,14.35647,100.582726,,,,
212,3196,17704,Ayutthaya,,,1632467,Early Bird Hostel Ayutthaya,,,14.361116,100.572685,,,,
212,3196,17704,Ayutthaya,,,1723289,PK Hostel,,,14.356402,100.575233,,,,
212,3196,17704,Ayutthaya,,,1793774,Slowtree Ayutthaya,,,14.348322,100.570847,,,,
212,3196,17704,Ayutthaya,,,1809205,Slowlifehouse Ayothaya,,,14.370772,100.533394,,,,
212,3196,17704,Ayutthaya,,,1971864,Baan One Love Garden  Ayutthaya,,,14.359651,100.570897,,,,
212,3196,17704,Ayutthaya,,,1984263,Baan Penny Ayutthaya,,,14.3502,100.552078,,,,
212,3196,17704,Ayutthaya,,,2079106,Banchan Hostel,,,14.349422,100.571945,,,,
212,3196,17704,Ayutthaya,,,2102149,Muster House,,,14.35409,100.577171,,,,
212,3196,17704,Ayutthaya,,,2108808,Green Riverside Homestay,,,14.361469,100.552526,,,,
212,3196,17704,Ayutthaya,,,2492515,Ayutthaya Thenee Hotel,,,14.36593,100.57222,,,,
212,3196,17704,Ayutthaya,,,2531605,11:11 Hostel,,,14.348463,100.581232,,,,
212,3196,17704,Ayutthaya,,,4489474,Busaba Ayutthaya,,,14.360741,100.563284,,,,
212,3196,17704,Ayutthaya,,,4640968,Ayutthaya River View Hotel,,,14.345879,100.57749,,,,
212,3196,17704,Ayutthaya,,,4656461,Jutharat Home,,,14.355449,100.578078,,,,
212,3196,17704,Ayutthaya,,,4859940,Baan Khung Thara - Ayutthaya,,,14.35497,100.546504,,,,
212,3196,17704,Ayutthaya,,,5027957,"Fun Dee Hostel and Cafe, Ayutthaya",,,14.356825,100.57124,,,,
212,3196,17704,Ayutthaya,,,5056903,Home Ayutthaya,,,14.363998,100.534225,,,,
212,3196,17704,Ayutthaya,,,5135773,Casa Ayutthaya,,,14.35812,100.569221,,,,
212,3196,17704,Ayutthaya,,,5430350,Green Hostel,,,14.36053,100.576599,,,,
212,3196,17704,Ayutthaya,,,5435350,WELLNESS PARK Residences,,,14.316503,100.605717,,,,
212,3196,17704,Ayutthaya,,,5441688,Hiso Potato Resort,,,14.196654,100.649035,,,,
212,3196,17704,Ayutthaya,,,5903070,Dawnthaya Ayutthaya House,,,14.36957,100.573497,,,,
212,3196,17704,Ayutthaya,,,6380442,Unyak Room Ayutthaya,,,14.359803,100.579268,,,,
212,3196,17704,Ayutthaya,,,6508555,Plus Hostel Ayutthaya,,,14.365578,100.563823,,,,
212,3196,17704,Ayutthaya,,,6993114,Pattarakarn Homestay,,,14.353922,100.555045,,,,
212,3196,17704,Ayutthaya,,,7126425,Zleepinezz Hostel,,,14.35899,100.568854,,,,
212,3156,,Bangkok,41,Marriott Executive Apartment Bangkok Sukhumvit Thonglor,,,13.723181,100.580376,,,447220,"Marriott Executive Apt Bangkok, Sukhumvit Thonglor",13.723181,100.580379
212,3156,,Bangkok,48,Ibis Styles Sukhumvit 50,,,13.701638,100.58764,,,479963,Ibis Styles Sukhumvit 50,13.701638,100.587642
212,3156,9395,Bangkok,52,Kokotel Bangkok Surawong,1156082,Kokotel Bangkok Surawong,13.727546,100.524506,13.727546,100.524506,485921,Kokotel Surawong,13.727546,100.524505
212,3156,9395,Bangkok,65,Double One by Aspira,3075129,Double One by Aspira,13.740898,100.556625,13.740681,100.55636,416498,Double One by Aspira,13.740898,100.556623
212,3156,,Bangkok,68,Al Meroz Hotel Bangkok,,,13.74610996,100.6039963,,,,,,
212,3156,,Bangkok,79,Ratchada Point Hotel,,,13.788947,100.5759,,,441883,Ratchada Point Hotel,13.78521,100.57609
212,3156,,Bangkok,97,Kempinski Residence Bangkok,,,13.748408,100.534775,,,276432,Kempinski Residence Bangkok,13.748408,100.534778
212,3156,9395,Bangkok,100,Miami Hotel,267861,Miami Hotel,13.739844,100.557465,13.739809,100.55748,221954,Miami Hotel,13.739844,100.557464
212,3156,9395,Bangkok,100,Miami Hotel,7168440,Miami Hotel,13.739844,100.557465,13.7433,100.557808,221954,Miami Hotel,13.739844,100.557464
212,3156,9395,Bangkok,106,Synsiri 2 Ladprao 98/1,3926106,Synsiri 2 Ladprao 98/1,13.782338,100.61289,13.782338,100.612892,231248,Synsiri 2 Ladprao 98/1,13.782338,100.612895
212,3156,,Bangkok,109,Oaks Bangkok Sathorn,,,13.716108,100.53118,,,232662,Oaks Bangkok Sathorn,13.716108,100.53118
212,3156,,Bangkok,120,Nasa Vegas Hotel Bangkok,,,13.742853,100.60197,,,179267,Nasa Vegas,13.742853,100.601964
212,3156,,Bangkok,129,Nine Forty One Hotel (941 Hotel),,,13.741514,100.62645,,,184387,Nine Forty One Hotel (941 Hotel),13.74151467,100.6264512
212,3156,9395,Bangkok,138,Demeter Residences Suites Bangkok,4977255,Demeter Residences Suites Bangkok,13.746951,100.57223,13.746951,100.572227,187558,Demeter Residences Suites Bangkok,13.74695117,100.5722273
212,3156,,Bangkok,147,D Varee Xpress Makkasan,,,13.74952,100.560848,,,190071,D Varee Xpress Makkasan,13.749356,100.561117
212,3156,9395,Bangkok,153,Bangkok Marriott Hotel Sukhumvit,411514,Bangkok Marriott Hotel Sukhumvit,13.723329,100.580468,13.723142,100.580389,200868,Bangkok Marriott Hotel Sukhumvit,13.7235642,100.5802944
212,3156,,Bangkok,167,Mida Airport Hotel Bangkok,,,13.889215,100.578597,,,152781,Mida Airport Hotel Bangkok,13.889476,100.578684
212,3156,9395,Bangkok,171,Prince House,281209,Prince House,13.752984,100.538345,13.753074,100.538338,153680,Prince House,13.752984,100.538343
212,3156,9395,Bangkok,187,Lit Bangkok Hotel & Residence,3992723,Lit Bangkok Hotel & Residence,13.747927,100.52964,13.747927,100.52964,147625,Lit Bangkok Hotel & Residence,13.747927,100.529637
212,3156,,Bangkok,201,Eastin Grand Hotel Sathorn Bangkok,,,13.719017,100.52169,,,157044,Eastin Grand Hotel Sathorn Bangkok,13.719017,100.521688
212,3156,9395,Bangkok,206,Riverside Suvarnabhumi,4013191,Riverside Suvarnabhumi,13.720702,100.79753,13.720702,100.79753,603271,Riverside Suvarnabhumi,13.720702,100.797531
212,3156,9395,Bangkok,208,Best Comfort Residential,3997749,Best Comfort Residential,13.740985,100.55944,13.740985,100.559441,158880,Best Comfort Residential,13.740985,100.55944
212,3156,,Bangkok,210,Two Three Mansion,,,13.737847,100.56394,,,160867,Two Three Mansion,13.737847,100.563941
212,3156,,Bangkok,218,Romance Serviced Apartment & Hotel,,,13.676074,100.64305,,,162899,Romance Serviced Apartment & Hotel,13.67607428,100.6430537
212,3156,,Bangkok,226,The Mix Bangkok,,,13.742222,100.58583,,,169853,The Mix Bangkok,13.7422222,100.5858333
212,3156,9395,Bangkok,240,Cabochon Hotel & Residence,5091481,Cabochon Hotel & Residence,13.728692,100.57342,13.728692,100.573418,175249,Cabochon Hotel & Residence,13.7286923,100.5734178
212,3156,,Bangkok,256,Prince Palace,,,13.7542305,100.51576,,,25751,Prince Palace,13.75423053,100.5157659
212,3156,,Bangkok,266,The Landmark Bangkok,,,13.740938,100.554115,,,26765,The Landmark Bangkok,13.740938,100.554113
212,3156,9395,Bangkok,281,Eastin Hotel Makkasan Bangkok,3903889,Eastin Hotel Makkasan Bangkok,13.753311,100.54691,13.753311,100.546913,60711,Eastin Hotel Makkasan Bangkok,13.753311,100.546914
212,3156,9395,Bangkok,302,Ambassador Bangkok,4831643,Ambassador Bangkok,13.742142,100.55651,13.742142,100.556511,72614,Ambassador Bangkok,13.742142,100.556511
212,3156,,Bangkok,306,Sawasdee Khaosan Inn,,,13.758821,100.495186,,,74762,Sawasdee Khaosan Inn,13.758821,100.495186
212,3156,,Bangkok,307,Sawasdee Banglumpoo Inn,,,13.758394,100.49687,,,74763,Sawasdee Banglumpoo Inn,13.758394,100.49687
212,3156,,Bangkok,308,Sawasdee Bangkok Inn,,,13.758522,100.497116,,,74764,Sawasdee Bangkok Inn,13.758522,100.497114
212,3156,9395,Bangkok,310,Bossotel Inn Bangkok,3916649,Bossotel Inn Bangkok,13.721301,100.515594,13.721301,100.515594,75323,Bossotel Inn Bangkok,13.721301,100.515591
212,3156,,Bangkok,324,Sawasdee Smile Inn,,,13.820206,100.66493,,,79039,Sawasdee Smile Inn,13.820206,100.664934
212,3156,9395,Bangkok,335,King Park Avenue Bangkok,4810515,King Park Avenue Bangkok,13.69391,100.64425,13.69391,100.644249,80320,King Park Avenue Bangkok,13.69391,100.64425
